event_id_cnty,event_date,year,country,admin1,sub_event_type,fatalities,notes
KEN232,1998-07-15,1998,Kenya,West Pokot,Peaceful protest,0,Teachers protest over bill which would reduce their pay
KEN230,1998-07-15,1998,Kenya,Garissa,Peaceful protest,0,Teachers protest over bill which would reduce their pay
KEN243,1998-07-15,1998,Kenya,Nakuru,Peaceful protest,0,Teachers protest over bill which would reduce their pay
KEN238,1998-07-15,1998,Kenya,Machakos,Peaceful protest,0,Teachers protest over bill which would reduce their pay
KEN246,1998-07-15,1998,Kenya,Nairobi,Peaceful protest,0,Teachers protest over bill which would reduce their pay
KEN240,1998-07-15,1998,Kenya,Mombasa,Peaceful protest,0,Teachers protest over bill which would reduce their pay
KEN242,1998-07-15,1998,Kenya,Kitui,Peaceful protest,0,Teachers protest over bill which would reduce their pay
KEN247,1998-07-16,1998,Kenya,Nairobi,Peaceful protest,0,Teachers protest over bill which would reduce their pay
KEN249,1998-07-24,1998,Kenya,Nakuru,Peaceful protest,0,"Muslims protest against American evangelist, claim he insulted Mohammed"
KEN250,1998-07-26,1998,Kenya,Nakuru,Peaceful protest,0,"Muslims protest against American evangelist, claim he insulted Mohammed"
ETH56,1998-07-31,1998,Ethiopia,Addis Ababa,Peaceful protest,0,Hundreds of thousands of women stage protests to support peace plan across Ethiopia
KEN257,1998-08-17,1998,Kenya,Nairobi,Protest with intervention,0,Bankers who had been fired demonstrate in the streets of Nairobi Riot police fire tear gas cannisters. 20 arrested.
KEN265,1998-10-02,1998,Kenya,Garissa,Peaceful protest,0,Muslims stage street demonstration
KEN267,1998-10-02,1998,Kenya,Nakuru,Peaceful protest,0,Muslims stage street demonstration
KEN266,1998-10-02,1998,Kenya,Mombasa,Peaceful protest,0,Muslims stage street demonstration
KEN272,1998-10-05,1998,Kenya,Siaya,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN273,1998-10-05,1998,Kenya,Tharaka-Nithi,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN275,1998-10-05,1998,Kenya,Isiolo,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN276,1998-10-05,1998,Kenya,Kajiado,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN277,1998-10-05,1998,Kenya,Nandi,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN278,1998-10-05,1998,Kenya,Kilifi,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN279,1998-10-05,1998,Kenya,Laikipia,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN280,1998-10-05,1998,Kenya,Kilifi,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN282,1998-10-05,1998,Kenya,Muranga,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN285,1998-10-05,1998,Kenya,Taita Taveta,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN286,1998-10-05,1998,Kenya,Kiambu,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN287,1998-10-05,1998,Kenya,Vihiga,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN288,1998-10-05,1998,Kenya,Samburu,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN294,1998-10-05,1998,Kenya,Kilifi,Protest with intervention,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN284,1998-10-05,1998,Kenya,Nakuru,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN274,1998-10-05,1998,Kenya,Garissa,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN283,1998-10-05,1998,Kenya,Nairobi,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN281,1998-10-05,1998,Kenya,Mombasa,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN289,1998-10-05,1998,Kenya,Mombasa,Protest with intervention,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN271,1998-10-05,1998,Kenya,Siaya,Peaceful protest,0,Teachers strike leads to demonstrations across the country; police beat demonstrators
KEN319,1998-11-02,1998,Kenya,Nairobi,Peaceful protest,0,University students protest over killing in Wajir district; demanded that government find perpetrators of the attack
KEN325,1998-12-01,1998,Kenya,Uasin Gishu,Peaceful protest,0,Ex-hospital staff storm superintendents office to protest lack of payment
KEN332,1999-01-08,1999,Kenya,Nairobi,Peaceful protest,0,Protests over controversial sale of protected Karura Forest (city park) for development
KEN335,1999-01-12,1999,Kenya,Embu,Peaceful protest,0,Farmers protest low prices paid for rice
KEN337,1999-01-12,1999,Kenya,Embu,Protest with intervention,0,"On 12 January 1999, the police intervened and used violence to disperse protesters in Mwea (Gachoka, Embu)."
KEN409,1999-03-22,1999,Kenya,Uasin Gishu,Peaceful protest,0,Students blockade Moi National Referral and Teaching Hospital
KEN410,1999-03-23,1999,Kenya,Uasin Gishu,Peaceful protest,0,Students blockade Moi National Referral and Teaching Hospital
UGA566,1999-05-13,1999,Uganda,Kampala,Peaceful protest,0,400 youth demonstrated over the publication of pictures showing sexual harassment by Ugandan soldiers
UGA578,1999-06-07,1999,Uganda,Kampala,Excessive force against protesters,0,2 people were injured by Ugandan anti-riot police when they fired shots to disperse a procession of supporters of Kampala mayoral candidate Ssebaana Kizito
KEN439,1999-06-10,1999,Kenya,Nairobi,Peaceful protest,0,Opposition supporters stage peaceful protest in Nairobi; police violently disperse protest
KEN440,1999-06-10,1999,Kenya,Nairobi,Excessive force against protesters,0,Opposition supporters stage peaceful protest in Nairobi; police violently disperse protest
KEN441,1999-06-11,1999,Kenya,Kitui,Peaceful protest,0,Parents protest mismanagement of funds at local school
KEN449,1999-06-21,1999,Kenya,Muranga,Peaceful protest,0,Farmers protest recent actions of Coffee Farmers company
KEN458,1999-07-07,1999,Kenya,Nairobi,Peaceful protest,0,Thousands gather to protest delay in constitutional reform
KEN530,1999-12-06,1999,Kenya,Makueni,Peaceful protest,0,Squatters protest eviction
KEN564,2000-03-14,2000,Kenya,Muranga,Peaceful protest,0,Women protest illegal drinking dens which cause their husbands to become impotent
KEN567,2000-03-25,2000,Kenya,Kericho,Peaceful protest,0,Angry villagers protest following police torture incident
KEN575,2000-04-01,2000,Kenya,Kiambu,Peaceful protest,0,Mau Mau Union stages protest rally
KEN584,2000-04-13,2000,Kenya,Nairobi,Peaceful protest,0,Protests calling for cancellation of Kenyas foreign debt
KEN613,2000-06-14,2000,Kenya,Wajir,Peaceful protest,0,Residents protest raids by Ethiopian group
KEN615,2000-06-15,2000,Kenya,Wajir,Peaceful protest,0,Residents protest raids by Ethiopian group
KEN622,2000-06-23,2000,Kenya,Nairobi,Peaceful protest,0,Students protest against high school fees
KEN643,2000-08-08,2000,Kenya,Nairobi,Peaceful protest,0,Angry residents demonstrate following ritual killings
KEN651,2000-08-19,2000,Kenya,Nairobi,Peaceful protest,0,Political rally in Nairobi
KEN663,2000-08-30,2000,Kenya,Nairobi,Peaceful protest,0,Protests following killing of American priest
KEN666,2000-09-06,2000,Kenya,Nairobi,Peaceful protest,0,Angry crowd protests after market burns to the ground
KEN673,2000-09-21,2000,Kenya,Nairobi,Peaceful protest,0,UN employees protest over deaths of their colleagues in West Timor and Guinea
KEN683,2000-10-05,2000,Kenya,Nairobi,Peaceful protest,0,Muslim women protest against proposed equality bill
KEN691,2000-10-22,2000,Kenya,Mombasa,Peaceful protest,0,Muslims stage protest over conflict in Gaza and West Bank
KEN700,2000-10-27,2000,Kenya,Nairobi,Peaceful protest,0,Muslims demonstrate against Israel and the United States
KEN709,2000-11-07,2000,Kenya,Mombasa,Peaceful protest,0,Teachers protest delays in payments
KEN710,2000-11-10,2000,Kenya,Mombasa,Peaceful protest,0,Muslim women protest against proposed equality bill
KEN714,2000-11-21,2000,Kenya,Nairobi,Peaceful protest,0,"Women raid illegal breweries in protest, confiscating the deadly brews"
UGA963,2000-12-23,2000,Uganda,Kampala,Peaceful protest,0,Ugandan students protested over the murder of a fellow student
TAZ46,2001-01-28,2001,Tanzania,Dar es Salaam,Peaceful protest,0,Opposition demonstration
KEN756,2001-02-04,2001,Kenya,Kisii,Excessive force against protesters,0,"Police, in Gusii Stadium, violently disperse pro-democracy campaigners of the Movement For Change organization, which was banned by President Moi in December 2001."
KEN762,2001-02-10,2001,Kenya,Kisumu,Protest with intervention,0,"Police arrest an opposition MP, AnnoyingNyongo and foour others at a Movement for Change rally."
KEN759,2001-02-10,2001,Kenya,Kisumu,Protest with intervention,0,Police attack journalists with tear gas at an opposition rally.
KEN763,2001-02-12,2001,Kenya,Nairobi,Excessive force against protesters,0,"Police violently disperse pro-democracy campaigners of the Movement For Change organization, which was banned by President Moi in December 2001."
TAZ52,2001-02-22,2001,Tanzania,Dar es Salaam,Protest with intervention,0,Police fire tear gas at demonstrators
TAZ53,2001-02-23,2001,Tanzania,Dar es Salaam,Peaceful protest,0,Youths demonstrate at Sheraton Hotel against WB and IMF aid
KEN775,2001-03-07,2001,Kenya,Muranga,Protest with intervention,0,The leader of an environmental movement is arrested for holding an illegal protest.
KEN773,2001-03-07,2001,Kenya,Kwale,Peaceful protest,0,Inhabitants of Tanzanias Zanzibar Island stage a protest in Shimoni expressing their displeasure of being forcibly relocated by the UN.
TAZ54,2001-03-18,2001,Tanzania,Kaskazini Unguja,Peaceful protest,0,Opposition rally proceeds peacefully
UGA1011,2001-03-23,2001,Uganda,Kampala,Peaceful protest,0,Sudanese refugees storm UN office in Kampala to demand their names be added to list of refugees for resettlement in USA
TAZ55,2001-04-07,2001,Tanzania,Dar es Salaam,Peaceful protest,0,Opposition rally proceeds peacefully
TAZ56,2001-04-07,2001,Tanzania,Kaskazini Unguja,Peaceful protest,0,Opposition rally proceeds peacefully
ETH318,2001-04-18,2001,Ethiopia,Tigray,Protest with intervention,0,Protests spread to Mekele University in the north
TAZ57,2001-04-28,2001,Tanzania,Kaskazini Unguja,Peaceful protest,0,Opposition rally proceeds peacefully
KEN819,2001-05-24,2001,Kenya,Nairobi,Protest with intervention,0,Protesters and police battle after they knock of over kiosks in the street.
KEN820,2001-05-25,2001,Kenya,Nairobi,Peaceful protest,0,Riots as kiosks on roads in Eastleigh are demolished as the business community there is reponsible.
UGA1067,2001-06-26,2001,Uganda,Mbale,Peaceful protest,0,Election violence and riots in eastern Uganda
TAZ63,2001-07-22,2001,Tanzania,Kusini Pemba,Peaceful protest,0,CUF rally
KEN848,2001-07-25,2001,Kenya,Nairobi,Peaceful protest,0,A group of 700 female students from Nairobis Alliance High School (Nairobi - Starehe) protested the sorry state of schools in the country.
ETH339,2001-09-01,2001,Ethiopia,Oromia,Protest with intervention,0,Ethiopian civilians demonstrate against troop presence in their town
KEN877,2001-10-12,2001,Kenya,Nairobi,Peaceful protest,0,Thousands of Muslim youths took to the streets to protest US airstrikes in Afghanistan.
TAZ70,2002-01-05,2002,Tanzania,Dar es Salaam,Protest with intervention,0,"On 5 January 2002, TLP members arrested after illegal demonstration in Dar es Salaam."
KEN902,2002-01-08,2002,Kenya,Nairobi,Peaceful protest,0,Demonstrators protest police violence.
UGA1114,2002-01-12,2002,Uganda,Kampala,Excessive force against protesters,1,1 person was shot dead as police tried to disperse a rally for the Uganda Peoples Congress party
TAZ84,2002-01-28,2002,Tanzania,Tanga,Peaceful protest,0,Rally marks year since 20 killed by police
TAZ85,2002-02-08,2002,Tanzania,Dar es Salaam,Peaceful protest,0,Muslims demonstrate peacefully
KEN928,2002-03-10,2002,Kenya,Muranga,Peaceful protest,0,Mungiki protest following clash with police.
ETH398,2002-04-04,2002,Ethiopia,Oromia,Excessive force against protesters,2,"Reports of 2 students killed in protests in Shambu in Oomiya, the EDF have blamed the OLF and the OLF have blame the EDF."
UGA1141,2002-04-06,2002,Uganda,Kampala,Peaceful protest,0,Libyan ambassadors join in a anti-Israeli protest in Kampala.
UGA1162,2002-05-14,2002,Uganda,Moroto,Peaceful protest,0,Karamojong locals in Moroto demostrated against Ugandan army soldiers whom they accused of looting property and assaulting civilians
KEN943,2002-05-15,2002,Kenya,Nyamira,Peaceful protest,0,Tea farmers protest over a number of concerns.
ETH426,2002-05-24,2002,Ethiopia,Sidama,Excessive force against protesters,26,"On 24 May 2002, the police killed 26 sidama civilians during protests in Awasa locality (Sidama, Sidama)."
KEN956,2002-06-06,2002,Kenya,Machakos,Excessive force against protesters,0,Human rights lawyers stormed courts in Machakos demanding the release of Makueni councillor and a businessman charged with murder. Police beat up youths and lawyers who rushed out of the court.
KEN957,2002-06-06,2002,Kenya,Nairobi,Peaceful protest,0,Textile workers hold demonstration to protest collapse of local industries.
KEN958,2002-06-07,2002,Kenya,Bomet,Protest with intervention,0,KANU and FORD supporters protest in Bomet. Police fired tear gas to disperse crowds.
KEN961,2002-06-10,2002,Kenya,Nyamira,Peaceful protest,0,"Residents protest the police clashes with vigilante militia, which occurred the day before."
KEN966,2002-06-20,2002,Kenya,Nairobi,Peaceful protest,0,Scrap metal dealers protest taxes through a boycott.
KEN970,2002-06-28,2002,Kenya,Kisumu,Peaceful protest,0,200 workers of Lake Basin Develpoment Authority protested being fired.
KEN986,2002-07-13,2002,Kenya,Turkana,Peaceful protest,0,Protesters block shipment of firewood to refugee camp.
KEN995,2002-08-06,2002,Kenya,Nairobi,Protest with intervention,0,Police forces battle unruly protesters with water cannons and tear gas.
KEN1006,2002-09-05,2002,Kenya,Nairobi,Peaceful protest,0,Students protest after death of student by careless matatu driver.
KEN1007,2002-09-06,2002,Kenya,Taita Taveta,Peaceful protest,0,Protest in support of parliamentary candidate.
KEN1031,2002-09-23,2002,Kenya,Turkana,Peaceful protest,0,Teachers stage demonstrations at beginning of teachers strike.
KEN1033,2002-09-23,2002,Kenya,Vihiga,Peaceful protest,0,Teachers stage demonstrations at beginning of teachers strike.
KEN1034,2002-09-23,2002,Kenya,Turkana,Excessive force against protesters,0,Police violently disperse protest by teachers.
KEN1036,2002-09-23,2002,Kenya,Vihiga,Excessive force against protesters,0,Police violently disperse protest by teachers.
KEN1035,2002-09-23,2002,Kenya,Nakuru,Excessive force against protesters,0,Police violently disperse protest by teachers.
KEN1032,2002-09-23,2002,Kenya,Nakuru,Peaceful protest,0,Teachers stage demonstrations at beginning of teachers strike.
KEN1040,2002-10-02,2002,Kenya,Mombasa,Peaceful protest,0,Teachers protest lack of salary increases for five years.
KEN1063,2002-10-19,2002,Kenya,Kisii,Peaceful protest,0,Residents protest raids and police shooting.
TAZ96,2003-03-01,2003,Tanzania,Dar es Salaam,Peaceful protest,0,Prostest against war in Iraq
KEN1143,2003-03-02,2003,Kenya,Nairobi,Excessive force against protesters,3,First peaceful student sit-in protest - students demanded that members of staff resigned over suspected corruption - police intervened shooting 3 students as they refused to leave the university.
TAZ97,2003-03-14,2003,Tanzania,Dar es Salaam,Peaceful protest,0,Protest against gay tourists coming to Zanzibar
KEN1267,2003-04-12,2003,Kenya,Kirinyaga,Peaceful protest,0,Rice farmers protest exploitation by the national irrigation board.
KEN1157,2003-04-22,2003,Kenya,Nairobi,Peaceful protest,0,Religious tension between Christians and Muslims - disagreement over the inclusion of specialist Kadhi courts in the new draft constitution. Muslims marched in protest of the opposition from Christian groups
TAZ100,2003-06-13,2003,Tanzania,Dar es Salaam,Peaceful protest,0,Protest against US intimidation of Muslims
KEN1177,2003-06-30,2003,Kenya,Nairobi,Peaceful protest,0,"Somali women delegates to peace talks in Nairobi demonstrate, calling for a conclusion to the peace process."
KEN1180,2003-07-08,2003,Kenya,Kisii,Peaceful protest,0,"500 protesters demonstrated in Suneka town, Kisii, condemning the killing of two local chiefs."
KEN1183,2003-07-10,2003,Kenya,Kiambu,Peaceful protest,0,Kiambu residents protested Commission of Inquirys decision to conduct meetings in private.
KEN1188,2003-07-12,2003,Kenya,Baringo,Peaceful protest,0,200 residents of Kimoriot village in Baringo held a demonstration in support of the MP who was barred from entering Muchongoi.
KEN1186,2003-07-12,2003,Kenya,Kakamega,Peaceful protest,0,Kakamega residents and members of the Angican Church of Kenya protest increased insecurity.
KEN1192,2003-07-21,2003,Kenya,Uasin Gishu,Peaceful protest,0,Landlords in Eldoret demonstrate against farmers attempts to claim plots.
KEN1194,2003-07-24,2003,Kenya,Uasin Gishu,Peaceful protest,0,Workers at Eldoret airport staged a demonstration against the ban on cargo flights.
KEN1203,2003-07-31,2003,Kenya,Laikipia,Peaceful protest,0,Traders demonstrate to protest against transfer of British soldiers.
KEN1205,2003-08-01,2003,Kenya,Nairobi,Peaceful protest,0,"Muslims protest against proposed anti-terrorism bill, saying it targets Muslims."
TAZ101,2003-08-08,2003,Tanzania,Dar es Salaam,Peaceful protest,0,Protest at proposed moving of graveyard
KEN1221,2003-10-02,2003,Kenya,Nairobi,Peaceful protest,0,50 MPs walk out of parliament in protest over the rejected motion to discuss harassment of journalists.
KEN1222,2003-10-05,2003,Kenya,Kiambu,Peaceful protest,0,Church members protested against the transfer of ministers.
KEN1224,2003-10-07,2003,Kenya,Nairobi,Peaceful protest,0,Anti-torture protests.
KEN1226,2003-10-11,2003,Kenya,Bomet,Peaceful protest,0,Farmers protest a deduction in bonuses.
KEN1227,2003-10-13,2003,Kenya,Nairobi,Peaceful protest,0,Former street children demonstrate demanding to be taken to the National Youth Service College.
KEN1230,2003-10-14,2003,Kenya,Kisii,Peaceful protest,0,Tea farmers in Kisii demonstrate against an order to take part in the election of new Kenya Tea Development Agency directors.
KEN1235,2003-10-27,2003,Kenya,Busia,Peaceful protest,0,Truck drivers protest the arrest of colleagues.
KEN1241,2003-11-03,2003,Kenya,Trans Nzoia,Peaceful protest,0,"100 supporters of defeated parliamentary nominee Wamalwa (RPK) demonstrate in Kitale, calling for nullification of results."
KEN1240,2003-11-03,2003,Kenya,Nairobi,Peaceful protest,0,Nairobi City Council employees protest lack of pay.
KEN1243,2003-11-06,2003,Kenya,Trans Nzoia,Excessive force against protesters,0,"Protests demanding the revocation of grabbed land that was allocated to government officials. Priest arrested and beat by police, suffered chest and arm injuries."
KEN1244,2003-11-08,2003,Kenya,Nairobi,Peaceful protest,0,Gigiri residents protest over grabbing of land by private developers.
KEN1246,2003-11-10,2003,Kenya,Nairobi,Peaceful protest,0,Students and staff of Utalii College boycotted classes in protest at appaointment of new principal.
KEN1248,2003-11-14,2003,Kenya,Samburu,Protest with intervention,0,Wamalwa (RPK) supporters protest his partliamentary election defeat. One protester beaten and injured by NARC opposition supporters. No reports of serious injuries.
KEN1250,2003-11-16,2003,Kenya,Busia,Peaceful protest,0,Pro-Okemo (KANU) demonstrations.
KEN1252,2003-11-16,2003,Kenya,Kisumu,Peaceful protest,0,Pro-Okemo (KANU) demonstrations.
KEN1253,2003-11-16,2003,Kenya,Muranga,Peaceful protest,0,Pro-Okemo (KANU) demonstrations.
KEN1251,2003-11-16,2003,Kenya,Kakamega,Peaceful protest,0,Pro-Okemo (KANU) demonstrations.
KEN1255,2003-11-18,2003,Kenya,Baringo,Peaceful protest,0,"Following riots earlier in the day, NARC supporters demonstrated, carrying twigs and signs denouncing Korir (KANU)."
KEN1259,2003-11-20,2003,Kenya,Machakos,Peaceful protest,0,Protests against the removal of East African Portland Cement managing director.
KEN1262,2003-11-25,2003,Kenya,Siaya,Peaceful protest,0,Protests in Siaya against decision to suspend Yala River basin project.
KEN1263,2003-11-25,2003,Kenya,Nairobi,Peaceful protest,0,Protesters allege government cover up of murder of university worker.
KEN1261,2003-11-25,2003,Kenya,Siaya,Peaceful protest,0,Protests in Bondo against decision to suspend Yala River basin project.
KEN1266,2003-12-02,2003,Kenya,Mombasa,Peaceful protest,0,"3,700 council workers on strike demanding November salaries. Cargo clearing agents also protested in Mombasa, protesting against bribery and shortage of staff."
KEN1268,2003-12-08,2003,Kenya,Wajir,Peaceful protest,0,Anti-US Marines protests by pastoralist that claim animals vaccinated by Marines died after treatment.
KEN1271,2003-12-10,2003,Kenya,Nairobi,Peaceful protest,0,"5,000 traders marched in protest of Mungiki raid on Wakulima market (Nairobi - Starehe) earlier in the day."
KEN1275,2003-12-18,2003,Kenya,Nairobi,Peaceful protest,0,Protests against bus fare increases.
KEN1276,2003-12-19,2003,Kenya,Nakuru,Peaceful protest,0,Hundreds of Sudanese demonstrate to press for peace in Sudan.
KEN1277,2003-12-20,2003,Kenya,Nairobi,Peaceful protest,0,Kenya Bus Service drivers go on stroke for better pay.
KEN1289,2004-01-27,2004,Kenya,Nakuru,Peaceful protest,0,"More than 5,000 victims of Molo ethnic clashes held a demonstration in Elburgon Town and asked the Government resettle them."
TAZ102,2004-02-27,2004,Tanzania,Mjini Magharibi,Peaceful protest,0,Muslims protesting the banning of a demonstration
TAZ103,2004-02-27,2004,Tanzania,Mjini Magharibi,Protest with intervention,0,4 protestors injured by police
KEN1300,2004-03-05,2004,Kenya,Kitui,Peaceful protest,0,MPs walk out of Kitui meetings of protest of National Alliance Party (NAK) member Ngilu attending.
KEN1301,2004-03-06,2004,Kenya,Nairobi,Peaceful protest,0,Judges and magistrates began a 25-day protests to press for justice for colleagues indicted by the Ringera report.
ETH726,2004-03-13,2004,Ethiopia,Oromia,Peaceful protest,0,Ethnic Oromo students protest against Ethiopian regime
ETH727,2004-03-13,2004,Ethiopia,Oromia,Peaceful protest,0,Ethnic Oromo students protest against Ethiopian regime
ETH728,2004-03-13,2004,Ethiopia,Oromia,Peaceful protest,0,Ethnic Oromo students protest against Ethiopian regime
ETH729,2004-03-13,2004,Ethiopia,Oromia,Peaceful protest,0,Ethnic Oromo students protest against Ethiopian regime
ETH730,2004-03-13,2004,Ethiopia,Oromia,Peaceful protest,0,Ethnic Oromo students protest against Ethiopian regime
ETH732,2004-03-13,2004,Ethiopia,Oromia,Peaceful protest,0,Ethnic Oromo students protest against Ethiopian regime
ETH733,2004-03-13,2004,Ethiopia,Oromia,Peaceful protest,0,Ethnic Oromo students protest against Ethiopian regime
ETH734,2004-03-13,2004,Ethiopia,Oromia,Peaceful protest,0,Ethnic Oromo students protest against Ethiopian regime
ETH735,2004-03-13,2004,Ethiopia,Oromia,Peaceful protest,0,Ethnic Oromo students protest against Ethiopian regime
ETH731,2004-03-13,2004,Ethiopia,Oromia,Peaceful protest,0,Ethnic Oromo students protest against Ethiopian regime
ETH736,2004-03-13,2004,Ethiopia,Oromia,Peaceful protest,0,Ethnic Oromo students protest against Ethiopian regime
KEN1302,2004-03-15,2004,Kenya,Nairobi,Peaceful protest,0,Christians protest incorporation of Islamic Kadhis courts in Kenyas judiciary.
KEN1304,2004-03-17,2004,Kenya,Laikipia,Peaceful protest,0,Shareholders for Lorian Ranching Company marched in the streets alleging that directors embezzled funds.
